Species,2010,2014,Population_Change
COPA_ADELIE,2793.0,2891.0,98.0
COPA_GENTOO,4815.0,5319.0,504.0
COPA_CHINSTRAP,1017.0,,
CAPESHIRREFF_CHINSTRAP,4127.0,3569.0,-558.0
CAPESHIRREFF_GENTOO,833.0,721.0,-112.0
